00:28:39,5000.0
00:28:44,5000.0
00:28:49,5000.0
00:28:54,5000.0
00:28:59,5000.0
00:29:04,5000.0
00:29:09,5000.0
00:29:14,5000.0
00:29:19,5000.0
00:29:24,5000.0
00:29:29,5000.0
00:29:34,5000.0
00:29:39,5000.0
00:29:44,5000.0
00:29:49,5000.0
00:29:54,5000.0
00:29:59,5000.0
00:30:04,5000.0
00:30:09,5000.0
00:30:14,5000.0
00:30:19,5000.0
00:30:24,5000.0
00:30:29,5000.0
00:30:34,5000.0
00:30:39,5000.0
00:30:44,5000.0
00:30:49,5000.0
00:30:54,5000.0
00:30:59,5000.0
00:31:04,5000.0
00:31:09,5000.0
00:31:14,5021.3865000000005
00:31:19,5061.781
00:31:24,5100.8795
00:31:29,5046.590900000001
00:31:34,5103.2079
00:31:39,5077.8075
00:31:44,5065.329500000001
00:31:49,5098.4733
00:31:54,5117.9473
00:31:59,5139.3365
00:32:04,5177.817899999999
00:32:09,5159.434700000001
00:32:14,5190.4268
00:32:19,5242.6201
00:32:24,5157.206800000001
00:32:29,5167.6498
00:32:34,5202.5597
00:32:39,5238.196800000001
00:32:44,5256.487700000001
00:32:49,5166.1247
00:32:54,5129.4279
00:32:59,5164.1858999999995
00:33:04,5225.6332
00:33:09,5181.2701
00:33:14,5281.887099999999
00:33:19,5235.6152
00:33:24,5200.512199999999
00:33:29,5239.337699999999
00:33:34,5195.5292
00:33:39,5170.8090999999995
00:33:44,5254.0858
00:33:49,5190.8749
00:33:54,5165.5171
00:33:59,5157.1338
00:34:04,5035.1454
00:34:09,5037.471
00:34:14,5053.6851
00:34:19,5108.7349
00:34:24,5061.899799999999
00:34:29,5048.9655
00:34:34,5008.2802
00:34:39,4944.9761
00:34:44,4992.1704
